NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_TTG,SG_T,POINTS,TOP 10,1ST,Year,MONEY,COUNTRY
Nicholas Thompson,99,70.92,291.6,64.74,67.85,-0.281,0.505,0.225,"1,043",2,,2013,"$959,434",USA
Nick Watney,88,70.78,291.2,62.4,68.48,0.006,0.506,0.512,738,4,,2013,"$2,477,639",USA
Nicolas Colsaerts,50,71.088,305.7,53.8,66.78,-0.579,0.311,-0.268,353,3,,2013,"$720,164",BEL
Padraig Harrington,52,71.017,288.3,58.39,60.88,-0.131,0.042,-0.089,345,3,,2013,"$711,244",IRL
Pat Perez,69,70.835,290.1,61.35,67.87,-0.039,0.323,0.284,549,4,,2013,"$974,800",USA
Patrick Reed,83,70.807,292,56.13,63.79,0.35,-0.227,0.122,"1,125",5,1,2013,"$1,961,519",USA
Peter Hanson,45,70.368,295.3,56.31,61.24,0.484,0.024,0.508,356,1,,2013,"$610,178",SWE
Phil Mickelson,78,69.742,287.9,57.3,66.67,0.661,0.775,1.436,"1,313",7,2,2013,"$5,495,793",USA
Richard Lee,81,70.912,279.1,66.95,66.52,0.564,-0.251,0.313,569,2,,2013,"$920,836",CAN
Rickie Fowler,75,70.212,286.4,62.27,63.59,0.425,0.358,0.783,"1,334",5,,2013,"$1,816,742",USA
Ricky Barnes,74,71.341,289.4,60.31,70.48,-0.584,0.306,-0.278,342,,,2013,"$553,878",USA
Robert Allenby,58,72.056,284.9,57.87,62.4,-0.337,-0.522,-0.859,129,1,,2013,"$204,272",AUS
Robert Garrigus,69,71.058,302.4,55.37,66.15,-0.437,0.553,0.116,601,2,,2013,"$1,132,355",USA
Robert Karlsson,56,71.482,287.2,60.19,63.14,-0.337,0.051,-0.286,236,1,,2013,"$444,238",SWE
Robert Streb,75,71.089,297.7,59.57,65.57,0,-0.231,-0.231,359,,,2013,"$454,871",USA
Roberto Castro,97,70.494,282.3,67.36,67.3,-0.465,0.931,0.466,645,4,,2013,"$2,154,898",USA
Rod Pampling,46,71.943,282.6,62.35,64.55,-0.564,-0.293,-0.857,109,,,2013,"$110,451",AUS
Rory McIlroy,56,70.288,302.2,57.92,65.45,-0.093,1.077,0.985,"1,190",5,,2013,"$1,802,443",NIR
Rory Sabbatini,86,70.511,293.1,59.72,67.75,-0.274,0.743,0.469,"1,230",5,,2013,"$1,327,822",RSA
Russell Henley,80,70.57,289,64.68,64.25,0.609,0.145,0.754,"1,238",3,1,2013,"$2,008,026",USA
Ryan Moore,72,70.825,282.3,68.44,64.32,-0.028,0.377,0.35,"1,185",3,,2013,"$1,490,265",USA
Ryan Palmer,79,70.167,301.5,57.69,66.24,0.333,0.55,0.883,823,4,,2013,"$1,521,592",USA
Ryo Ishikawa,72,71.515,291.3,55.48,66.03,-0.683,0.136,-0.547,298,1,,2013,"$424,541",JPN
Sangmoon Bae,83,71.111,285.3,58.39,63.72,0.371,-0.488,-0.116,918,2,1,2013,"$1,714,640",KOR
Scott Brown,65,71.25,289.5,62.32,64.1,-0.217,0.151,-0.067,628,1,1,2013,"$1,012,142",USA
Scott Gardiner,61,72.082,288.4,58.52,64.12,-0.33,-0.649,-0.979,161,,,2013,"$219,645",AUS
Scott Langley,79,71.269,278.9,62.45,64,0.04,-0.211,-0.171,426,1,,2013,"$590,684",USA
Scott Piercy,78,71.273,298.2,53.57,62.3,-0.184,0.1,-0.083,"1,193",4,,2013,"$1,830,084",USA
Scott Stallings,79,71.135,295.7,58.73,64.63,0.146,-0.381,-0.235,991,4,,2013,"$1,622,627",USA
Sean O'Hair,56,72.107,299.7,55.66,62,-0.277,-0.745,-1.022,183,,,2013,"$268,614",USA
Sergio Garcia,65,69.543,291,61.28,67.46,0.591,0.928,1.519,635,6,,2013,"$2,251,139",ESP
Seung-Yul Noh,71,71.625,298.8,51.5,64.26,-0.463,-0.009,-0.472,226,1,,2013,"$391,763",KOR
Shawn Stefani,63,71.114,297.2,54.97,63.67,0.338,-0.573,-0.235,333,2,,2013,"$511,399",USA
Stephen Ames,49,71.454,280.7,58.53,61.11,0.713,-1.297,-0.584,182,,,2013,"$188,987",CAN
Steve LeBrun,66,71.551,294.1,60.16,67.47,-0.181,-0.217,-0.398,270,,,2013,"$337,157",USA
Steve Stricker,51,68.893,283.6,70.65,71.16,0.72,1.474,2.193,"2,650",8,,2013,"$4,440,532",USA
Steven Bowditch,67,71.335,300.2,53.04,61.97,-0.046,-0.283,-0.329,400,1,,2013,"$697,775",AUS
Stewart Cink,71,70.633,290,57.19,67.76,-0.238,0.654,0.416,783,3,,2013,"$1,052,712",USA
Stuart Appleby,88,70.834,284.7,62.53,65.21,0.353,-0.112,0.241,570,1,,2013,"$538,333",AUS
Tag Ridings,69,71.162,299.6,53.38,65.81,0.053,-0.224,-0.171,295,1,,2013,"$428,922",USA
"Ted Potter, Jr.",65,70.615,280.3,68.03,64.48,0.247,0.16,0.406,518,2,,2013,"$829,770",USA
Tiger Woods,61,68.944,293.2,62.5,67.59,0.426,1.637,2.064,"2,743",8,5,2013,"$8,553,439",USA
Tim Clark,64,70.693,273.9,70.31,62.02,0.058,0.086,0.144,703,3,,2013,"$1,355,952",RSA
Tim Herron,45,71.479,283.6,52.24,59.75,-0.041,-0.296,-0.338,190,,,2013,"$302,570",USA
Tom Gillis,69,71.559,286.3,64.75,60.68,0.173,-0.716,-0.543,264,,,2013,"$345,325",USA
Tommy Gainey,84,71.892,291,56.34,61.04,0.089,-0.87,-0.781,324,1,,2013,"$520,479",USA
Trevor Immelman,73,71.491,283.6,61.19,66.51,-0.365,0.074,-0.291,295,1,,2013,"$360,549",RSA
Troy Matteson,68,71.889,294.1,55.39,64.81,0.003,-0.614,-0.61,194,,,2013,"$245,090",USA
Vaughn Taylor,50,70.897,289.8,65.32,63.53,0.103,-0.141,-0.038,246,1,,2013,"$399,286",USA
Vijay Singh,61,70.995,288.1,62.31,69.13,-0.876,0.851,-0.025,291,,,2013,"$309,351",FIJ
Webb Simpson,92,69.783,285.4,63.3,66.67,0.313,0.958,1.271,"1,050",5,,2013,"$2,957,582",USA
Will Claxton,67,71.889,284.9,62.8,65.7,-0.709,-0.095,-0.804,186,,,2013,"$206,722",USA
William McGirt,75,71,281.8,62.3,65.33,0.229,-0.161,0.068,533,2,,2013,"$867,384",USA
Y.E. Yang,56,71.348,286.7,62.79,62.7,-0.069,-0.504,-0.573,182,,,2013,"$259,118",KOR
Zach Johnson,84,70.073,278.8,69.68,68.14,0.365,0.479,0.844,"2,238",8,1,2013,"$4,044,509",USA
�?ngel Cabrera,73,70.897,294,56.19,64.99,0.069,-0.006,0.063,956,2,,2013,"$1,791,183",ARG
Aaron Baddeley,74,70.796,293.8,52.29,59.8,0.872,-0.828,0.044,528,2,,2014,"$942,559",AUS
Adam Scott,68,69.205,303.5,61.51,68.79,0.22,1.5,1.72,835,10,1,2014,"$4,098,588",AUS
Andres Romero,81,70.852,294.6,54.79,60.53,0.353,-0.207,0.145,655,1,,2014,"$782,184",ARG
Andrew Loupe,65,71.142,308,50,63.11,0.35,-0.485,-0.136,380,1,,2014,"$563,121",USA
Andrew Svoboda,77,70.713,287.4,66.14,68.11,-0.026,0.37,0.344,702,2,,2014,"$1,168,073",USA
Ben Crane,81,70.954,279,66.4,63.44,0.138,-0.29,-0.152,"1,199",2,1,2014,"$1,534,634",USA
Ben Curtis,77,71.354,279.5,64.8,62.63,0.4,-0.616,-0.216,406,1,,2014,"$625,515",USA
Ben Martin,80,70.732,291.7,64.34,66.04,0.291,0.13,0.421,899,3,,2014,"$1,482,836",USA
Bill Haas,107,70.132,291.9,62.94,68.62,0.147,0.943,1.09,655,5,,2014,"$2,841,521",USA
Billy Horschel,92,70.521,291.6,67.04,70.43,0.22,0.518,0.738,"4,750",5,2,2014,"$4,814,787",USA
Billy Hurley III,86,70.696,276.7,70.44,65.89,0.039,0.27,0.309,685,4,,2014,"$1,145,299",USA
Bo Van Pelt,83,70.827,291.3,62.83,68.61,-0.053,0.431,0.378,866,1,,2014,"$982,218",USA
Boo Weekley,73,71.307,288.3,69.57,68.06,-1.152,0.875,-0.277,536,1,,2014,"$832,673",USA
Brad Fritsch,50,70.888,294.4,60.24,65.05,-0.05,0.11,0.06,322,3,,2014,"$568,391",CAN
Brandt Snedeker,89,70.671,285.6,63.7,63.28,0.326,0.318,0.644,812,3,,2014,"$1,652,380",USA
Brendan Steele,89,70.798,298.9,59.51,66.47,0.121,0.398,0.519,881,4,,2014,"$1,359,890",USA
Brendon Todd,108,70.049,280.3,64.85,63.99,0.664,0.129,0.793,508,7,1,2014,"$3,396,747",USA
Brendon de Jonge,109,70.801,287.9,67.87,64.48,-0.032,0.256,0.224,762,2,,2014,"$1,171,395",ZIM
Brian Davis,93,71.232,278.2,67.23,61.47,0.145,-0.085,0.061,538,,,2014,"$842,539",ENG
Brian Gay,81,71.493,271.6,61.99,59.21,0.268,-0.733,-0.465,375,1,,2014,"$605,368",USA
Brian Harman,111,70.391,289,60.96,64.26,0.113,0.403,0.515,"1,571",6,1,2014,"$2,414,334",USA
Brian Stuard,91,70.549,283.4,66.14,63.86,0.283,0.042,0.326,"1,315",4,,2014,"$1,852,531",USA
Brice Garnett,92,71.039,289.3,58.91,65.15,0.109,-0.255,-0.147,488,1,,2014,"$617,805",USA
Briny Baird,50,71.679,281.6,63.7,63.44,-0.156,-0.419,-0.575,366,1,,2014,"$616,316",USA
Bronson La'Cassie,51,71.772,284.9,59.76,61.35,-0.088,-0.431,-0.519,128,,,2014,"$160,632",AUS
Bryce Molder,77,71.112,278.7,59.49,63.93,0.249,-0.482,-0.233,565,2,,2014,"$828,605",USA
Bubba Watson,76,69.712,314.3,60.47,67.96,-0.05,1.402,1.352,"2,285",8,2,2014,"$6,336,978",USA
Bud Cauley,56,71.06,293.4,57.54,67.46,-0.389,0.284,-0.105,357,1,,2014,"$647,886",USA
Cameron Tringale,111,70.63,282.9,63.87,66.77,0.107,0.56,0.668,600,3,,2014,"$2,169,723",USA
Camilo Villegas,95,70.716,292.5,59.95,66.96,0,0.316,0.315,"1,342",1,1,2014,"$1,642,124",COL
Carl Pettersson,91,70.52,295.5,58.79,66.67,-0.138,0.397,0.259,"1,173",4,,2014,"$1,348,393",SWE
Chad Campbell,57,70.59,287.8,65.36,72.43,-0.434,0.709,0.275,317,1,,2014,"$470,798",USA
Chad Collins,78,71.315,275.4,59.67,59.98,0.438,-0.884,-0.446,295,1,,2014,"$408,434",USA
Charl Schwartzel,64,69.671,297.8,59.45,63.53,0.055,1.286,1.341,"1,405",5,,2014,"$1,997,482",RSA
Charles Howell III,106,70.134,304.1,52.77,67.66,0.037,0.717,0.755,"1,592",6,,2014,"$1,997,044",USA
Charley Hoffman,93,70.464,299.2,58.69,67.08,0.266,0.691,0.956,"1,291",5,,2014,"$1,977,296",USA
Charlie Beljan,76,71.28,303.8,59.02,65.2,-0.231,-0.058,-0.289,409,1,,2014,"$712,652",USA
Charlie Wi,72,71.067,281,57.74,60.87,0.112,-0.221,-0.108,329,,,2014,"$384,796",KOR
Chesson Hadley,84,71.212,290.6,57.01,63.03,0.041,-0.18,-0.14,"1,338",4,1,2014,"$1,703,316",USA
Chris Kirk,105,70.15,291,62.78,63.46,0.374,0.489,0.862,"3,100",5,2,2014,"$4,854,777",USA
Chris Stroud,88,70.476,285.8,63.93,65.21,0.182,0.236,0.418,"1,344",4,,2014,"$1,826,399",USA
D.A. Points,75,72.239,284.5,62.56,62.71,-0.344,-0.753,-1.097,206,,,2014,"$364,653",USA
D.H. Lee,54,71.914,276.2,66.47,59.89,0.024,-0.82,-0.796,94,,,2014,"$138,642",KOR
Daniel Summerhays,98,70.566,282.2,66.3,66.89,0.492,0.184,0.675,"1,242",2,,2014,"$1,509,543",USA
Danny Lee,84,70.802,284.2,65.05,64.44,0.141,-0.123,0.018,800,1,,2014,"$781,295",NZL
David Hearn,97,70.83,279.1,67.48,66.38,0.315,0.136,0.451,930,3,,2014,"$1,138,324",CAN
David Lingmerth,80,71.469,289.8,59.83,63.3,-0.087,-0.22,-0.307,391,2,,2014,"$676,661",SWE
David Toms,64,70.35,275.1,75.49,68.73,0.055,0.405,0.46,502,2,,2014,"$801,355",USA
Davis Love III,74,71.364,296.3,59.04,64.51,-0.361,-0.056,-0.418,253,,,2014,"$284,800",USA
Derek Ernst,80,72.593,297,64.41,63.52,-0.558,-0.798,-1.356,218,,,2014,"$305,654",USA
Dustin Johnson,58,69.546,311,57.18,68.03,0.082,1.249,1.331,210,7,1,2014,"$4,249,180",USA
Erik Compton,88,70.829,283.3,58.48,63.07,0.282,-0.259,0.023,"1,117",3,,2014,"$1,796,143",USA
Ernie Els,85,70.736,291.2,53.26,61.6,-0.171,0.654,0.483,"1,467",3,,2014,"$1,799,569",RSA
Freddie Jacobson,91,70.604,284.6,59.35,62.58,0.704,-0.293,0.411,"1,068",4,,2014,"$1,901,789",SWE
Gary Woodland,93,70.249,304.1,59.49,66.55,-0.149,1.049,0.9,595,5,,2014,"$2,734,153",USA
Geoff Ogilvy,84,71.422,292.5,58.51,64.51,-0.331,-0.032,-0.363,470,2,1,2014,"$1,809,632",AUS
George McNeill,79,70.248,286.1,62.22,66.17,0.271,0.528,0.799,"1,352",4,,2014,"$2,014,357",USA
Gonzalo Fernandez-Castaño,83,71.294,288.1,59.93,60.84,-0.12,-0.092,-0.211,863,1,,2014,"$926,493",ESP
Graeme McDowell,66,69.642,278,69.2,65.77,0.882,0.289,1.171,"1,256",8,,2014,"$2,077,387",NIR
Graham DeLaet,80,69.943,303.4,62.07,70.68,-0.093,1.262,1.168,"1,553",7,,2014,"$2,616,518",CAN
Greg Chalmers,85,71.251,280.7,58.51,59.88,0.856,-0.989,-0.133,402,1,,2014,"$578,979",AUS
Harris English,95,70.094,299.2,59.95,68.36,-0.028,0.706,0.677,"1,662",7,1,2014,"$2,947,322",USA
Heath Slocum,71,70.737,277.8,72.41,67.31,-0.078,0.327,0.249,419,1,,2014,"$566,167",USA
Henrik Stenson,56,70.166,293.2,68.78,69.03,-0.17,1.162,0.992,"1,315",3,,2014,"$1,894,235",SWE
Hideki Matsuyama,82,70.083,294.8,61.52,64.03,-0.393,1.545,1.152,475,4,1,2014,"$2,837,477",JPN
Hudson Swafford,75,71.167,297.5,64.28,68.78,-0.2,-0.116,-0.316,351,1,,2014,"$513,883",USA
Hunter Mahan,88,70.574,295.8,65.1,66.67,0.207,0.314,0.52,"1,835",6,1,2014,"$3,097,983",USA
Ian Poulter,57,70.722,288.1,61.35,62.4,0.067,-0.106,-0.038,892,2,,2014,"$1,616,693",ENG
J.B. Holmes,86,70.721,308,54.71,60.92,-0.075,0.476,0.401,"1,467",2,1,2014,"$2,365,204",USA
J.J. Henry,91,71.064,290.7,64.39,69.6,-0.187,-0.032,-0.219,425,,,2014,"$554,615",USA
James Driscoll,71,71.454,284.2,52.68,60.88,0.123,-0.958,-0.835,311,,,2014,"$371,404",USA
James Hahn,82,71.186,289.6,60.83,63.96,-0.306,0.07,-0.236,456,2,,2014,"$735,259",USA
Jamie Lovemark,64,71.345,302.4,53.94,64.91,-0.585,0.235,-0.351,212,,,2014,"$305,944",USA
Jason Bohn,81,70.892,280,64.95,64.75,0.126,-0.253,-0.127,"1,011",3,,2014,"$1,585,189",USA
Jason Day,54,69.626,301.2,58.72,64,0.317,1.073,1.389,"1,200",6,1,2014,"$3,789,574",AUS
Jason Dufner,57,70.9,285.3,63.76,66.26,-0.576,1.098,0.522,798,4,,2014,"$1,651,491",USA
Jason Kokrak,65,70.307,303.4,55.64,65.38,0.222,0.686,0.908,932,2,,2014,"$1,200,381",USA
Jeff Maggert,54,71.612,276.6,68.83,65.74,-0.652,-0.096,-0.748,195,1,,2014,"$360,157",USA
Jeff Overton,80,70.734,287.5,57.36,65.79,0.017,0.044,0.061,719,3,,2014,"$1,115,467",USA
Jerry Kelly,80,70.349,277.5,66.49,65.56,0.239,0.288,0.527,"1,175",4,,2014,"$1,451,059",USA
Jhonattan Vegas,77,71.022,304.8,61.16,69.11,-0.37,0.314,-0.056,528,2,,2014,"$751,763",VEN
Jim Furyk,84,69.2,279.3,73.18,68.75,0.091,1.705,1.796,"2,450",11,,2014,"$5,987,395",USA
Jim Herman,62,71.619,294.7,62.18,66.38,-0.362,-0.488,-0.85,142,,,2014,"$187,337",USA
Jim Renner,61,71.843,288.2,56.5,62.71,-0.792,-0.221,-1.013,346,1,,2014,"$763,978",USA
Jimmy Walker,98,69.789,301,51.67,67.59,0.479,0.774,1.253,"1,668",10,3,2014,"$5,787,016",USA
John Huh,87,71.24,283.9,66.87,64.39,-0.159,-0.01,-0.169,698,2,,2014,"$974,043",USA
John Merrick,87,71.852,285.3,68.62,68.07,-0.568,0.051,-0.517,399,,,2014,"$516,148",USA
John Peterson,62,71.47,288.1,64,65.56,-0.819,0.34,-0.48,170,,,2014,"$238,230",USA
John Rollins,84,71.932,290.1,59.8,64.86,-0.252,-0.395,-0.647,244,,,2014,"$289,757",USA
John Senden,99,70.27,288.9,64.25,67.85,0.476,0.328,0.805,585,5,1,2014,"$2,856,685",AUS
Johnson Wagner,69,71.444,287.1,56.95,64.1,0.05,-0.616,-0.565,323,1,,2014,"$393,729",USA
Jonas Blixt,64,71.581,286.1,56.16,61.11,0.303,-0.512,-0.209,599,1,,2014,"$1,342,198",SWE
Jonathan Byrd,76,71.083,288.1,61.58,64.89,-0.271,-0.027,-0.298,383,1,,2014,"$617,014",USA
Jordan Spieth,102,69.946,289.7,58.79,62.47,0.399,0.581,0.98,698,8,,2014,"$4,342,748",USA
Josh Teater,90,71.301,294.6,61.22,65.09,-0.218,0.076,-0.143,334,,,2014,"$366,241",USA
Justin Hicks,103,70.836,285.1,73.46,71.44,0.069,-0.003,0.066,923,3,,2014,"$1,544,061",USA
Justin Leonard,75,70.895,270.3,65.04,57.78,0.496,-0.677,-0.181,491,2,,2014,"$807,949",USA
Justin Rose,70,69.624,295.1,59.92,66.91,-0.04,1.506,1.466,850,8,1,2014,"$3,926,768",ENG
K.J. Choi,80,70.87,279.8,64.22,62.08,0.332,-0.039,0.293,"1,019",2,,2014,"$1,677,848",KOR
Keegan Bradley,89,70.031,302.2,62.36,66.67,0.254,0.74,0.994,"1,621",6,,2014,"$2,828,638",USA
Ken Duke,80,71.137,275.5,70.18,67.17,-0.409,0.23,-0.178,305,,,2014,"$455,589",USA
Kevin Chappell,100,70.466,296.2,64.9,67.59,-0.278,0.97,0.692,"1,268",1,,2014,"$1,343,412",USA
Kevin Kisner,85,70.718,287.8,61.43,65.29,0.388,0.009,0.397,587,3,,2014,"$954,497",USA
Kevin Na,94,69.996,280.3,64.32,64.72,0.315,0.638,0.954,528,6,,2014,"$3,153,107",USA
Kevin Stadler,90,70.62,291.6,64.28,68.91,-0.467,0.878,0.411,"1,537",3,1,2014,"$2,300,307",USA
Kevin Streelman,79,71.354,288.6,68.04,63.25,0.006,0.068,0.074,"1,354",2,1,2014,"$2,107,994",USA
Kevin Tway,64,71.912,294.5,58.95,64.35,-0.157,-0.677,-0.834,172,,,2014,"$167,278",USA
Kyle Stanley,87,71.745,297.5,61.26,66.87,-1.385,0.552,-0.834,297,1,,2014,"$473,581",USA
Lee Westwood,57,70.738,292.3,61.22,63.69,0.151,0.495,0.646,577,2,,2014,"$1,223,104",ENG
Louis Oosthuizen,50,70.852,300.5,60.9,66.43,-0.429,0.212,-0.217,453,1,,2014,"$946,134",RSA
Lucas Glover,68,72.233,300.6,64.02,67,-1.475,0.539,-0.936,129,,,2014,"$210,166",USA
Luke Donald,57,70.735,278.1,62.56,63,0.517,0.173,0.69,798,3,,2014,"$1,451,440",ENG
Luke Guthrie,85,70.638,287.6,58.99,63.53,0.19,0.109,0.299,580,2,,2014,"$840,555",USA
Marc Leishman,81,70.152,297.6,57.97,65.21,-0.017,0.766,0.749,"1,240",6,,2014,"$2,558,657",AUS
Mark Wilson,69,71.732,279.6,67,63.25,-0.539,-0.265,-0.804,142,,,2014,"$155,313",USA
Martin Flores,85,71.199,296,56.71,66.54,-0.144,0.362,0.218,534,1,,2014,"$1,035,447",USA
Martin Kaymer,65,70.468,294.9,61.27,64.58,-0.111,0.355,0.244,655,4,2,2014,"$4,532,537",GER
Martin Laird,66,71.436,297.2,61.26,66.31,-0.154,0.038,-0.116,425,1,,2014,"$583,663",SCO
Matt Every,85,70.722,286.3,56.72,63.33,0.733,-0.236,0.497,"1,354",6,1,2014,"$2,540,370",USA
Matt Jones,83,71.021,296.3,58.5,63.25,0.142,-0.029,0.113,"1,051",1,1,2014,"$1,928,154",AUS
Matt Kuchar,91,69.416,283.8,67.37,66.92,0.457,1.117,1.573,"1,300",11,1,2014,"$4,695,515",USA
Michael Putnam,106,70.905,293,61.08,67.05,-0.409,0.517,0.108,708,1,,2014,"$818,799",USA
Michael Thompson,74,71.194,289.2,62.22,65.69,0.466,-0.317,0.149,515,1,,2014,"$932,300",USA
Mike Weir,69,71.789,271.2,52.76,57.44,0.256,-0.882,-0.626,375,1,,2014,"$854,413",CAN
Morgan Hoffmann,103,70.899,295.4,54.09,62.74,0.506,-0.472,0.034,518,2,,2014,"$1,595,922",USA
Nicholas Thompson,85,71.657,287,67.08,66.67,-0.622,0.105,-0.517,437,1,,2014,"$713,377",USA
Nick Watney,80,70.756,295.8,63.97,67.33,-0.075,0.687,0.613,584,2,,2014,"$913,398",USA
Pat Perez,84,71.11,286.4,60.05,64.35,0.251,-0.255,-0.004,682,3,,2014,"$1,315,080",USA
Patrick Reed,92,70.598,292.3,55.59,63.64,0.249,0.081,0.331,598,4,2,2014,"$4,026,076",USA
Paul Casey,56,70.152,293,60.49,65.77,0.283,0.725,1.008,699,,,2014,"$877,968",ENG
Phil Mickelson,71,70.278,292.4,58.01,65.26,0.234,0.634,0.868,"1,046",1,,2014,"$2,158,019",USA
Retief Goosen,94,70.728,288.8,55.9,63.64,0.352,-0.024,0.329,591,2,,2014,"$826,073",RSA
Richard Lee,80,71.528,285.1,61.86,59.97,0.446,-0.878,-0.432,376,2,,2014,"$618,443",NZL
Rickie Fowler,91,70.172,297.5,59.93,64.51,0.29,0.48,0.769,"1,225",10,,2014,"$4,806,117",USA
Ricky Barnes,92,70.671,290.7,54.85,64.96,0.157,0.145,0.302,530,2,,2014,"$706,855",USA
Robert Allenby,83,70.92,284.9,61.47,67.63,-0.163,0.269,0.105,438,,,2014,"$514,288",AUS
Robert Garrigus,80,70.728,306.1,57.18,65.14,0.047,0.382,0.429,678,2,,2014,"$1,095,474",USA
Robert Streb,75,70.502,300,59.62,65.65,0.119,0.319,0.438,966,2,,2014,"$1,300,075",USA
Roberto Castro,76,71.617,283.9,62.95,60.44,-0.384,0.084,-0.3,387,1,,2014,"$615,933",USA
Rory McIlroy,66,68.827,310.5,59.93,69.44,0.274,1.992,2.266,"3,050",12,3,2014,"$8,280,096",NIR
Rory Sabbatini,82,71.381,294.2,55.48,65.38,-0.326,-0.245,-0.571,567,3,,2014,"$1,024,736",RSA
Russell Henley,92,71.379,293.7,63.67,61.84,0.332,-0.438,-0.106,635,3,1,2014,"$2,590,493",USA
Russell Knox,92,70.111,285.7,67.6,68,-0.116,0.938,0.822,"1,480",3,,2014,"$1,513,630",SCO
Ryan Moore,86,70.344,284.7,69.92,67.99,0.042,0.794,0.836,"1,534",7,1,2014,"$3,098,263",USA
Ryan Palmer,85,69.993,300.4,58.55,66.67,0.295,0.971,1.265,730,8,,2014,"$2,924,300",USA
Ryo Ishikawa,75,70.98,291,53.26,64.96,0.092,0.231,0.323,936,3,,2014,"$1,380,579",JPN
Sangmoon Bae,76,71.168,288.5,61.39,62.94,0.418,-0.202,0.216,466,,,2014,"$718,111",KOR
Scott Brown,100,70.936,287.2,66.55,65,0.211,0.134,0.345,821,4,,2014,"$1,441,725",USA
Scott Langley,95,70.662,281.3,61.08,64.16,0.268,0.016,0.284,898,1,,2014,"$1,151,496",USA
Scott Stallings,77,71.835,300.4,56.04,63.16,-0.305,-0.369,-0.673,831,1,1,2014,"$1,385,689",USA
Sean O'Hair,77,71.24,300.5,53.73,63.42,0.082,-0.327,-0.244,278,1,,2014,"$408,793",USA
Sergio Garcia,61,68.95,294.3,62.19,68.68,0.167,1.818,1.984,815,10,,2014,"$4,939,606",ESP
Seung-Yul Noh,92,70.661,296.5,55.02,66.97,-0.121,0.427,0.306,"1,590",3,1,2014,"$2,115,234",KOR
Shawn Stefani,60,70.609,297.7,64.17,66.2,-0.146,0.564,0.418,842,2,,2014,"$1,369,259",USA
Spencer Levin,59,71.086,280.1,64.92,64.31,-0.094,-0.23,-0.324,246,,,2014,"$277,780",USA
Steven Bowditch,93,71.145,298.1,55.13,63.38,-0.581,0.399,-0.182,"1,213",1,1,2014,"$1,734,693",AUS
Stewart Cink,91,70.847,293.7,59.45,66.36,-0.131,0.243,0.113,866,,,2014,"$929,166",USA
Stuart Appleby,92,70.599,278.6,60.42,62.96,0.487,-0.126,0.361,"1,755",3,,2014,"$1,477,971",AUS
"Ted Potter, Jr.",68,71.087,278.4,69.56,65.11,-0.216,0.125,-0.09,311,,,2014,"$386,341",USA
Tim Clark,75,70.738,272.2,74.02,64.3,0.025,0.061,0.086,"1,271",3,1,2014,"$2,066,344",RSA
Tim Wilkinson,86,70.714,282.4,59.51,61.72,0.205,-0.078,0.127,498,3,,2014,"$824,179",NZL
Tommy Gainey,73,71.51,294,57.92,64.01,0.019,-0.54,-0.521,311,1,,2014,"$490,590",USA
Trevor Immelman,84,71.471,291.8,58.5,65.28,-0.474,0.157,-0.317,354,1,,2014,"$447,516",RSA
Troy Matteson,62,72.237,296.7,53.09,61.97,-0.422,-0.914,-1.337,238,1,,2014,"$387,796",USA
Troy Merritt,62,70.9,285.2,61.43,65.05,0.024,-0.123,-0.099,609,1,,2014,"$882,864",USA
Tyrone Van Aswegen,79,71.07,290,53.54,64.17,0.017,-0.263,-0.247,355,,,2014,"$454,856",RSA
Vijay Singh,83,70.933,289.7,60.66,65.39,-0.579,0.554,-0.025,800,1,,2014,"$989,028",FIJ
Webb Simpson,87,70.234,288.5,62.24,65.28,0.3,0.58,0.88,525,9,1,2014,"$3,539,601",USA
Wes Roach,67,71.206,293,61.05,64.2,0,-0.554,-0.554,314,1,,2014,"$453,616",USA
Will MacKenzie,82,70.685,290.6,64.5,65.58,0.154,0.07,0.224,"1,092",5,,2014,"$1,853,822",USA
William McGirt,96,70.712,278.5,65.94,64.41,0.314,-0.235,0.079,"1,182",4,,2014,"$1,275,738",USA
Willy Wilcox,51,70.819,297.3,61.4,66.89,-0.204,0.552,0.349,362,2,,2014,"$586,159",USA
Woody Austin,63,71.743,278.5,61.45,60.83,-0.137,-0.696,-0.833,225,,,2014,"$292,824",USA
Y.E. Yang,79,71.712,281.9,65.41,61.68,-0.073,-0.463,-0.536,234,,,2014,"$254,525",KOR
Zach Johnson,97,70.159,282.2,70.51,67.42,0.106,0.751,0.857,650,5,1,2014,"$3,353,417",USA
�?ngel Cabrera,69,70.675,303.7,58.4,64.98,0.007,0.198,0.205,"1,332",1,1,2014,"$1,868,559",ARG
Aaron Baddeley,76,71.218,294.1,50.29,62.46,0.722,-0.945,-0.223,336,1,,2015,"$439,925",AUS
Adam Hadwin,95,71.021,288.2,65.43,66.55,0.235,-0.051,0.183,584,3,,2015,"$937,611",CAN
Adam Scott,51,70.456,311.6,60.69,69.62,-0.396,0.601,0.206,585,3,,2015,"$1,382,365",AUS
Alex Cejka,94,71.117,283.3,63.78,65.7,-0.232,0.015,-0.217,859,1,1,2015,"$1,227,196",GER
Alex Prugh,84,71.089,295.2,62.03,70.14,-0.055,0.051,-0.004,433,2,,2015,"$636,373",USA
